"insects","model","variable","value","sd","lower","upper"
"Bumblebees","IDMSH","muLatitude",0.159601581282027,0.209298719427387,-0.253706184373902,0.578246132780971
"Bumblebees","SOM","muLatitude",0.987572437302165,0.648841750962353,-0.0833440133680096,2.63354376245359
"Bumblebees","IDMCO","muLatitude",-0.309381993537721,0.209324421656972,-0.731975440241031,0.0931089423974047
"Bumblebees","IGSH","muLatitude",-0.461845561202768,0.214673144175664,-0.898005742094729,-0.0509951456486268
"Bumblebees","IGCO","muLatitude",-0.464700829439378,0.187941151126051,-0.84647950444816,-0.106692416890811
"Hoverflies","IDMSH","muLatitude",0.0389483424543587,0.142119791979052,-0.233188829662281,0.333580067001495
"Hoverflies","SOM","muLatitude",-0.085502994540053,0.290869031010014,-0.587135754431399,0.522125500078215
"Hoverflies","IDMCO","muLatitude",-0.254661205764655,0.189580449281902,-0.632969252862952,0.105134174569229
"Hoverflies","IGSH","muLatitude",-0.388166637157339,0.370686739784836,-1.10657064877391,0.406788248020542
"Hoverflies","IGCO","muLatitude",-0.67900828853065,0.969278381441476,-2.57210701056766,0.981938364200173
"Solitary bees","IDMSH","muLatitude",-2.07045846988942,0.312597032678889,-2.67042117722482,-1.45683424511079
"Solitary bees","SOM","muLatitude",-1.65751491978059,0.235435278584164,-2.12698349508006,-1.20756365416801
"Solitary bees","IDMCO","muLatitude",-1.35185054369706,0.228979927664983,-1.77407861370943,-0.895649167120122
"Solitary bees","IGSH","muLatitude",-1.76820186935778,1.53540496875052,-4.92780736321143,0.309382112576051
"Solitary bees","IGCO","muLatitude",-0.742130569453969,0.232868449597762,-1.20944843664117,-0.302667859755878
"Bumblebees","IDMSH","muSpecies",-1.81394453644874,0.359151596586701,-2.54947617477615,-1.13653764832103
"Bumblebees","SOM","muSpecies",0.492569131607965,0.951526400714188,-1.05268002315504,2.71779869778398
"Bumblebees","IDMCO","muSpecies",-0.00102618058357249,0.565288123378903,-1.04383315614248,1.2565703492743
"Bumblebees","IGSH","muSpecies",-3.92384325899088,0.570062321525849,-5.53480567102412,-3.26048507771348
"Bumblebees","IGCO","muSpecies",-0.0656330705214853,10.0741791754847,-20.0300232443027,19.6169894488218
"Hoverflies","IDMSH","muSpecies",-1.22965302192091,0.577073593574958,-2.37911669019603,-0.501952971400498
"Hoverflies","SOM","muSpecies",-0.938051180490495,0.558742247266288,-2.05719388947048,-0.0127146001130087
"Hoverflies","IDMCO","muSpecies",0.398177957007762,0.346598551302486,-0.265083503383131,1.11208339006286
"Hoverflies","IGSH","muSpecies",-14.1443448836867,2.31083214069907,-19.5705730999366,-10.7034348358878
"Hoverflies","IGCO","muSpecies",0.0537163488949318,10.0338280033614,-19.6540529533099,19.6633756546137
"Solitary bees","IDMSH","muSpecies",-3.48813572695359,0.388034424071715,-4.25218188921526,-2.81080081349481
"Solitary bees","SOM","muSpecies",-2.47958551770934,0.227818299871215,-2.92818788179449,-2.03306267377396
"Solitary bees","IDMCO","muSpecies",-2.76207507360173,0.285465506368912,-3.34337543077707,-2.22338028382712
"Solitary bees","IGSH","muSpecies",-29.5550495829349,5.91975827817149,-40.1677282430711,-20.9147830461678
"Solitary bees","IGCO","muSpecies",-0.142731131877598,9.88346415352435,-19.4260756695327,19.3314362865386
"Bumblebees","IDMSH","mulambda",-0.101550654468589,9.98141755915744,-19.8741103828311,19.8843160135738
"Bumblebees","SOM","mulambda",0.142120357829324,9.9426562889998,-19.4154217355555,19.8173667407769
"Bumblebees","IDMCO","mulambda",-3.54141336426127,0.982990848425129,-5.44362042148491,-1.57837274319373
"Bumblebees","IGSH","mulambda",-0.0155996458922257,9.98849395721492,-19.4870859300987,19.682665194649
"Bumblebees","IGCO","mulambda",-3.48348035814819,0.994075205463784,-5.39297137310086,-1.45540876601057
"Hoverflies","IDMSH","mulambda",-0.000261258261333732,10.0267382241828,-19.596168070449,19.3357135737199
"Hoverflies","SOM","mulambda",-0.0463905920125888,10.0349208600019,-19.9036494729904,19.5967450551872
"Hoverflies","IDMCO","mulambda",-8.05992326619056,1.07495397199797,-10.0628791806735,-5.94205256214712
"Hoverflies","IGSH","mulambda",0.0545827623789402,9.92062086694448,-19.2435973847621,19.3086759444479
"Hoverflies","IGCO","mulambda",-21.8405565335902,1.65573015775457,-24.7609462176465,-18.5392924332373
"Solitary bees","IDMSH","mulambda",-0.0208975300641654,10.0126893665681,-19.7862896441611,19.5038015905435
"Solitary bees","SOM","mulambda",0.0817862184536682,9.96060831551994,-19.6456690399651,19.4212555293413
"Solitary bees","IDMCO","mulambda",-8.10258732247441,0.987554254087073,-9.98945188713039,-6.07088731241225
"Solitary bees","IGSH","mulambda",0.0615776629892693,10.0207846597798,-19.8561451762477,19.6298528992868
"Solitary bees","IGCO","mulambda",-7.27372040024177,1.01062192588746,-9.20265877010142,-5.2324421158691
"Bumblebees","IDMSH","rho",0.257010610263611,0.0327071419281337,0.198665192088952,0.32569957250714
"Bumblebees","SOM","rho",4.98947050522399,2.87767022414762,0.257445053538599,9.76736015732092
"Bumblebees","IDMCO","rho",1.78220342096931,0.475658267560689,1.10316644938038,2.9190671549089
"Bumblebees","IGSH","rho",1.80007223176627,0.477947790354038,1.10699326021282,2.94639066878463
"Bumblebees","IGCO","rho",1.79600335872832,0.484656551551057,1.10230510142552,2.94080142141695
"Hoverflies","IDMSH","rho",0.113622577348735,0.010923243838416,0.0937867876383548,0.136163890295109
"Hoverflies","SOM","rho",5.03881542578556,2.88209473760082,0.255126426778676,9.75073400453187
"Hoverflies","IDMCO","rho",1.78110175673657,0.342611232712277,1.21977926414195,2.55550441520621
"Hoverflies","IGSH","rho",1.8691965282813,0.348952546665207,1.29427359582656,2.65919860710871
"Hoverflies","IGCO","rho",1.7636341795504,0.335893632721259,1.21473375671352,2.52604212400272
"Solitary bees","IDMSH","rho",0.0464848311053453,0.00635965638562934,0.0351097915189818,0.0599773324277733
"Solitary bees","SOM","rho",5.03899378158125,2.8733566472794,0.270877910436306,9.74410848344927
"Solitary bees","IDMCO","rho",3.78896174210405,2.28046944266883,1.0118755204752,9.26445174406622
"Solitary bees","IGSH","rho",3.99786150781906,2.32023067897973,1.06787478002858,9.33975091022793
"Solitary bees","IGCO","rho",4.12293251920066,2.29992086849528,1.15840340101458,9.33255655651298
"Bumblebees","IDMSH","sigmaAlphaSites",0.207081730150097,0.0617618937487234,0.113178538351816,0.353231345172665
"Bumblebees","SOM","sigmaAlphaSites",0.353346491800955,0.0984574324706892,0.198132801913191,0.585085728300177
"Bumblebees","IDMCO","sigmaAlphaSites",0.325342851583533,0.0922777350224706,0.181239351187631,0.539129523096577
"Bumblebees","IGSH","sigmaAlphaSites",1.0067459206543,1.9485151862824,0.177919349930538,4.23333375610442
"Bumblebees","IGCO","sigmaAlphaSites",1.0042406286334,1.99304497403629,0.172690839255614,4.22868933752994
"Hoverflies","IDMSH","sigmaAlphaSites",4.3852357655629,5.82925302100745,0.253619955625715,15.9297126234451
"Hoverflies","SOM","sigmaAlphaSites",9.57672616431319,6.90235459881272,0.285281579358272,19.8806087900159
"Hoverflies","IDMCO","sigmaAlphaSites",0.388929784193348,0.0822197207974227,0.255362261018499,0.579690109970642
"Hoverflies","IGSH","sigmaAlphaSites",0.994818715396049,1.66439616294807,0.180334856886059,4.21185085640286
"Hoverflies","IGCO","sigmaAlphaSites",0.971288855934949,1.64092242399792,0.178241369701489,3.91448502604311
"Solitary bees","IDMSH","sigmaAlphaSites",8.27494542676411,11.184166838961,0.363564397007821,31.0404430014139
"Solitary bees","SOM","sigmaAlphaSites",0.637643234577997,0.18484617052331,0.350326321646238,1.06513417717392
"Solitary bees","IDMCO","sigmaAlphaSites",0.692016959847603,0.213904989982941,0.372060759990167,1.20219905052676
"Solitary bees","IGSH","sigmaAlphaSites",1.00177167120232,1.88978168183601,0.1802313327584,4.16830672530145
"Solitary bees","IGCO","sigmaAlphaSites",0.985596226630875,1.76963374125504,0.179612325899465,3.96082568875097
"Bumblebees","IDMSH","sigmaAlphaSpecies",10.3516514477384,3.80484096755494,5.26338123517989,19.8380809040243
"Bumblebees","SOM","sigmaAlphaSpecies",17.0471810393445,6.25145633723228,8.66342126259103,32.298501330473
"Bumblebees","IDMCO","sigmaAlphaSpecies",15.9706329204668,5.80272450045029,8.14389364494444,30.2711004888223
"Bumblebees","IGSH","sigmaAlphaSpecies",0.977146755990029,1.58856725099094,0.178009270443694,4.09491208294708
"Bumblebees","IGCO","sigmaAlphaSpecies",1.01111269206235,1.82780068177818,0.180427353780164,4.16411305062948
"Hoverflies","IDMSH","sigmaAlphaSpecies",14.9599742827583,10.2268004558649,0.793863432627046,29.3937132675609
"Hoverflies","SOM","sigmaAlphaSpecies",9.20277801881284,10.7128445428279,1.02316741251822,29.9166848699258
"Hoverflies","IDMCO","sigmaAlphaSpecies",26.4701383838185,4.45625071725994,19.1624488878349,36.51319036019
"Hoverflies","IGSH","sigmaAlphaSpecies",0.994900156127083,1.77395212752039,0.178154075234394,4.04971737994655
"Hoverflies","IGCO","sigmaAlphaSpecies",0.971971815408292,1.58320740542265,0.177908153888648,4.07575426449015
"Solitary bees","IDMSH","sigmaAlphaSpecies",12.9027057528351,9.08784204181761,0.471786393085464,26.1819132058907
"Solitary bees","SOM","sigmaAlphaSpecies",19.7767175481466,3.79144724577972,13.5226598128869,28.3625142102241
"Solitary bees","IDMCO","sigmaAlphaSpecies",19.0325105413208,3.65891954866552,12.9665588112196,27.2927486281863
"Solitary bees","IGSH","sigmaAlphaSpecies",1.01233637296252,3.09238296445543,0.179015153475571,3.89553919216145
"Solitary bees","IGCO","sigmaAlphaSpecies",1.00418806607757,1.99652702017186,0.177086985893319,4.20421255685656
"Bumblebees","IDMSH","sigmaLambda",0.997520637646362,2.56160953252452,0.179942804497622,4.02734882719169
"Bumblebees","SOM","sigmaLambda",1.01543556072442,2.29162646846523,0.176421024925898,4.28024524434095
"Bumblebees","IDMCO","sigmaLambda",0.982618495462606,2.05126598797703,0.179026821606618,4.01015088035907
"Bumblebees","IGSH","sigmaLambda",0.980231487353983,1.57147518030856,0.179458015094044,4.09196801424641
"Bumblebees","IGCO","sigmaLambda",0.986310310437957,1.7634498035511,0.18190628828596,4.15024046012364
"Hoverflies","IDMSH","sigmaLambda",1.01663481955277,2.5460360497912,0.181740762022978,4.12939198161133
"Hoverflies","SOM","sigmaLambda",1.02011488954036,2.10714540504047,0.179940018675889,4.30550089250651
"Hoverflies","IDMCO","sigmaLambda",0.989650776613123,1.78353621246146,0.181444115155345,4.14358990407772
"Hoverflies","IGSH","sigmaLambda",0.964338934244618,1.46979300517855,0.180271005532609,3.96382652744391
"Hoverflies","IGCO","sigmaLambda",1.36155245644651,27.9806648048022,0.181077834522069,4.44834474467492
"Solitary bees","IDMSH","sigmaLambda",0.99041483791574,1.69165028770401,0.183948461895207,4.21411019781672
"Solitary bees","SOM","sigmaLambda",0.986807030133872,1.75630689335357,0.178840976987054,4.07488314784812
"Solitary bees","IDMCO","sigmaLambda",0.981581167611296,2.33713060571229,0.178214231248257,4.08736626303258
"Solitary bees","IGSH","sigmaLambda",0.995595362786889,1.85859913452128,0.181643571472798,4.23760979632786
"Solitary bees","IGCO","sigmaLambda",1.01027751123324,2.61995906500957,0.179746266632599,4.1571762187829
"Bumblebees","IDMSH","sigmaLatitude",0.461627666626925,0.220843630260538,0.187484358346266,1.01335676379424
"Bumblebees","SOM","sigmaLatitude",1.82870943789564,1.46200144464728,0.31996155980365,5.70212310823604
"Bumblebees","IDMCO","sigmaLatitude",0.535659076936727,0.253621448557662,0.211280065116338,1.1694932630076
"Bumblebees","IGSH","sigmaLatitude",0.375999646061466,0.20790330110014,0.140998237964064,0.91073544431018
"Bumblebees","IGCO","sigmaLatitude",0.352812944500429,0.175763533896407,0.13727021123611,0.799900523012162
"Hoverflies","IDMSH","sigmaLatitude",0.463338181503894,0.190247610713805,0.20054817126572,0.931644440962122
"Hoverflies","SOM","sigmaLatitude",1.40597308106583,0.510776125407775,0.635347199641134,2.54829212776572
"Hoverflies","IDMCO","sigmaLatitude",1.0900213261881,0.417452757554196,0.478201094001242,2.06810535985434
"Hoverflies","IGSH","sigmaLatitude",0.392405077411834,0.18582367029136,0.155920680310593,0.855243186148114
"Hoverflies","IGCO","sigmaLatitude",0.532672417252186,0.375185366571107,0.184328647861358,1.64702900596124
"Solitary bees","IDMSH","sigmaLatitude",2.65855954298147,0.966274364167547,1.03019354199007,4.77298194188526
"Solitary bees","SOM","sigmaLatitude",1.2295435582317,0.540892463133169,0.547580876922234,2.68938942735139
"Solitary bees","IDMCO","sigmaLatitude",1.06602516535053,0.362089674907728,0.49765099928587,1.88120918031063
"Solitary bees","IGSH","sigmaLatitude",0.513880426982866,0.304833494173088,0.165141550291407,1.31683287187436
"Solitary bees","IGCO","sigmaLatitude",0.435401698501128,0.20256894421793,0.173021140977434,0.952692084355709
"Bumblebees","IDMSH","sigmaSpecies",1.53927470207198,0.674883787228224,0.668480771137498,3.27533599605839
"Bumblebees","SOM","sigmaSpecies",5.41009485204456,4.32698392303396,1.31595760612919,17.3084934919177
"Bumblebees","IDMCO","sigmaSpecies",2.27648489918652,1.32895102280193,0.757210657857244,5.74386986742964
"Bumblebees","IGSH","sigmaSpecies",1.11886215045922,1.64768462079438,0.185317420151804,5.24338714116529
"Bumblebees","IGCO","sigmaSpecies",1.01251769211908,3.04751693248064,0.181474457719373,4.06046345882541
"Hoverflies","IDMSH","sigmaSpecies",2.00328227164775,1.19364367110524,0.642503039280083,4.61157465716416
"Hoverflies","SOM","sigmaSpecies",4.31657739938609,3.01502292992056,0.836170376800676,11.253435932644
"Hoverflies","IDMCO","sigmaSpecies",3.35458440647464,1.25749012003832,1.43718295998494,6.55172014508123
"Hoverflies","IGSH","sigmaSpecies",27.6912885936266,14.8025873807852,10.1443189349941,68.5356889076111
"Hoverflies","IGCO","sigmaSpecies",0.978905002100255,1.4081937254355,0.183500959773437,4.25910980337777
"Solitary bees","IDMSH","sigmaSpecies",2.25156725226572,0.657682000806258,1.15169819111608,3.75787261886641
"Solitary bees","SOM","sigmaSpecies",1.64964169753916,0.51308547040585,0.884326141402494,2.83081409981112
"Solitary bees","IDMCO","sigmaSpecies",2.23699134636102,0.565895416612483,1.34436785778785,3.55316839260251
"Solitary bees","IGSH","sigmaSpecies",86.8441629916477,78.2201658017143,0.214062139892265,248.745450318432
"Solitary bees","IGCO","sigmaSpecies",0.98789681602232,1.90876768493338,0.176258697592345,4.17206933341514
"Bumblebees","IDMSH","sigmaVisits",0.204911416331473,0.10327984905725,0.0881741741058363,0.46295931950782
"Bumblebees","SOM","sigmaVisits",0.208209953651521,0.105161965940532,0.0886546941940695,0.467675511581507
"Bumblebees","IDMCO","sigmaVisits",0.210211162041051,0.105523273932532,0.0894607354452734,0.477522109474559
"Bumblebees","IGSH","sigmaVisits",1.00460723132728,1.78717987337989,0.179143401061426,4.31454814689068
"Bumblebees","IGCO","sigmaVisits",1.00713104261556,2.98522979819633,0.179767575091533,4.1231516633845
"Hoverflies","IDMSH","sigmaVisits",0.208707275448948,0.104978687015272,0.0897885409213525,0.467834731416477
"Hoverflies","SOM","sigmaVisits",0.203899647352854,0.103767426607861,0.0871413128484084,0.470265357367778
"Hoverflies","IDMCO","sigmaVisits",0.204481110542175,0.100610968132568,0.0882711406145172,0.464272952961644
"Hoverflies","IGSH","sigmaVisits",0.98509212932148,1.51743665183608,0.178245716086955,4.27045727939533
"Hoverflies","IGCO","sigmaVisits",0.996974602361321,1.68019518808295,0.179678813701528,4.14035714724683
"Solitary bees","IDMSH","sigmaVisits",0.210617489948164,0.106040595889885,0.0898855090307708,0.475522870367655
"Solitary bees","SOM","sigmaVisits",0.200481321501051,0.0996081070429209,0.0860679434829876,0.459799992915675
"Solitary bees","IDMCO","sigmaVisits",0.210451933710681,0.103664549934739,0.0899719435338546,0.473899315966335
"Solitary bees","IGSH","sigmaVisits",1.00526988385161,1.97130925316194,0.174905255981153,4.17079713451069
"Solitary bees","IGCO","sigmaVisits",0.984030211482037,1.58741199766538,0.177500312176398,4.1491941498488
